ENSG00000005893,P13473,LAMP2_HUMAN,Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b),LAMP2,1
ENSG00000181555,Q9BYW2,SETD2_HUMAN,Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.43) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP),SET2,764
ENSG00000181555,Q9BYW2,SETD2_HUMAN,Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.43) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP),HSPC069,765
ENSG00000181856,P14672,GTR4_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)",SLC2A4,766
ENSG00000181856,P14672,GTR4_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)",GLUT4,767
ENSG00000182054,P48735,IDHP_HUMAN,"Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",IDH2,768
ENSG00000182533,P56539,CAV3_HUMAN,Caveolin-3 (M-caveolin),CAV3,769
ENSG00000182718,P07355,ANXA2_HUMAN,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),ANXA2,770
ENSG00000182718,P07355,ANXA2_HUMAN,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),ANX2,771
ENSG00000182718,P07355,ANXA2_HUMAN,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),ANX2L4,772
ENSG00000182718,P07355,ANXA2_HUMAN,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),CAL1H,773
ENSG00000182718,P07355,ANXA2_HUMAN,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),LPC2D,774
ENSG00000183833,Q7Z4T9,CFA91_HUMAN,Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1),MAATS1,775
ENSG00000183833,Q7Z4T9,CFA91_HUMAN,Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1),AAT1,776
ENSG00000183833,Q7Z4T9,CFA91_HUMAN,Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1),C3orf15,777
ENSG00000183833,Q7Z4T9,CFA91_HUMAN,Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1),CFAP91,778
ENSG00000183873,Q14524,SCN5A_HUMAN,Sodium channel protein type 5 subunit alpha (HH1) (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5),SCN5A,779
ENSG00000184634,Q93074,MED12_HUMAN,Mediator of RNA polymerase II transcription subunit 12 (Activator-recruited cofactor 240 kDa component) (ARC240) (CAG repeat protein 45) (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein),MED12,780
ENSG00000184634,Q93074,MED12_HUMAN,Mediator of RNA polymerase II transcription subunit 12 (Activator-recruited cofactor 240 kDa component) (ARC240) (CAG repeat protein 45) (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein),ARC240,781
ENSG00000184634,Q93074,MED12_HUMAN,Mediator of RNA polymerase II transcription subunit 12 (Activator-recruited cofactor 240 kDa component) (ARC240) (CAG repeat protein 45) (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein),CAGH45,782
ENSG00000184634,Q93074,MED12_HUMAN,Mediator of RNA polymerase II transcription subunit 12 (Activator-recruited cofactor 240 kDa component) (ARC240) (CAG repeat protein 45) (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein),HOPA,783
ENSG00000184634,Q93074,MED12_HUMAN,Mediator of RNA polymerase II transcription subunit 12 (Activator-recruited cofactor 240 kDa component) (ARC240) (CAG repeat protein 45) (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein),KIAA0192,784
ENSG00000184634,Q93074,MED12_HUMAN,Mediator of RNA polymerase II transcription subunit 12 (Activator-recruited cofactor 240 kDa component) (ARC240) (CAG repeat protein 45) (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein),TNRC11,785
ENSG00000184634,Q93074,MED12_HUMAN,Mediator of RNA polymerase II transcription subunit 12 (Activator-recruited cofactor 240 kDa component) (ARC240) (CAG repeat protein 45) (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein),TRAP230,786
ENSG00000186951,Q07869,PPARA_HUMAN,Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1),PPARA,787
ENSG00000186951,Q07869,PPARA_HUMAN,Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1),NR1C1,788
ENSG00000186951,Q07869,PPARA_HUMAN,Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1),PPAR,789
ENSG00000187556,P60323,NANO3_HUMAN,Nanos homolog 3 (NOS-3),NANOS3,790
ENSG00000187556,P60323,NANO3_HUMAN,Nanos homolog 3 (NOS-3),NOS3,791
ENSG00000189057,Q6SJ93,F111B_HUMAN,Protein FAM111B (Cancer-associated nucleoprotein),FAM111B,792
ENSG00000189057,Q6SJ93,F111B_HUMAN,Protein FAM111B (Cancer-associated nucleoprotein),CANP,793
ENSG00000196126,P01911,2B1F_HUMAN,"HLA class II histocompatibility antigen, DRB1-15 beta chain (DW2.2/DR2.2) (MHC class II antigen DRB1*15)",HLA-DRB1,794
ENSG00000196126,P01911,2B1F_HUMAN,"HLA class II histocompatibility antigen, DRB1-15 beta chain (DW2.2/DR2.2) (MHC class II antigen DRB1*15)",HLA-DRB2,795
ENSG00000196126,P04229,2B11_HUMAN,"HLA class II histocompatibility antigen, DRB1-1 beta chain (MHC class II antigen DRB1*1) (DR-1) (DR1)",HLA-DRB1,796
ENSG00000196126,Q29974,2B1G_HUMAN,"HLA class II histocompatibility antigen, DRB1-16 beta chain (MHC class II antigen DRB1*16) (DR-16) (DR16)",HLA-DRB1,797
ENSG00000196126,Q9GIY3,2B1E_HUMAN,"HLA class II histocompatibility antigen, DRB1-14 beta chain (MHC class II antigen DRB1*14) (DR-14) (DR14)",HLA-DRB1,798
ENSG00000196154,P26447,S10A4_HUMAN,Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4),S100A4,799
ENSG00000196154,P26447,S10A4_HUMAN,Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4),CAPL,800
ENSG00000196154,P26447,S10A4_HUMAN,Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4),MTS1,801
ENSG00000196712,P21359,NF1_HUMAN,Neurofibromin (Neurofibromatosis-related protein NF-1) [Cleaved into: Neurofibromin truncated],NF1,802
ENSG00000196792,Q13033,STRN3_HUMAN,Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen),STRN3,803
ENSG00000196792,Q13033,STRN3_HUMAN,Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen),GS2NA,804
ENSG00000196792,Q13033,STRN3_HUMAN,Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen),SG2NA,805
ENSG00000196924,P21333,FLNA_HUMAN,Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin),FLNA,806
ENSG00000196924,P21333,FLNA_HUMAN,Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin),FLN,807
ENSG00000196924,P21333,FLNA_HUMAN,Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin),FLN1,808
ENSG00000197375,O76082,S22A5_HUMAN,Solute carrier family 22 member 5 (High-affinity sodium-dependent carnitine cotransporter) (Organic cation/carnitine transporter 2),SLC22A5,809
ENSG00000197375,O76082,S22A5_HUMAN,Solute carrier family 22 member 5 (High-affinity sodium-dependent carnitine cotransporter) (Organic cation/carnitine transporter 2),OCTN2,810
ENSG00000197496,O95528,GTR10_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 10 (Glucose transporter type 10) (GLUT-10)",SLC2A10,811
ENSG00000197496,O95528,GTR10_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 10 (Glucose transporter type 10) (GLUT-10)",GLUT10,812
ENSG00000197594,P22413,ENPP1_HUMAN,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Membrane component chromosome 6 surface marker 1) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)],ENPP1,813
ENSG00000197594,P22413,ENPP1_HUMAN,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Membrane component chromosome 6 surface marker 1) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)],M6S1,814
ENSG00000197594,P22413,ENPP1_HUMAN,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Membrane component chromosome 6 surface marker 1) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)],NPPS,815
ENSG00000197594,P22413,ENPP1_HUMAN,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Membrane component chromosome 6 surface marker 1) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)],PC1,816
ENSG00000197594,P22413,ENPP1_HUMAN,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Membrane component chromosome 6 surface marker 1) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)],PDNP1,817
ENSG00000197616,P13533,MYH6_HUMAN,"Myosin-6 (Myosin heavy chain 6) (Myosin heavy chain, cardiac muscle alpha isoform) (MyHC-alpha)",MYH6,818
ENSG00000197616,P13533,MYH6_HUMAN,"Myosin-6 (Myosin heavy chain 6) (Myosin heavy chain, cardiac muscle alpha isoform) (MyHC-alpha)",MYHCA,819
ENSG00000197646,Q9BQ51,PD1L2_HUMAN,Programmed cell death 1 ligand 2 (PD-1 ligand 2) (PD-L2) (PDCD1 ligand 2) (Programmed death ligand 2) (Butyrophilin B7-DC) (B7-DC) (CD antigen CD273),PDCD1LG2,820
ENSG00000197646,Q9BQ51,PD1L2_HUMAN,Programmed cell death 1 ligand 2 (PD-1 ligand 2) (PD-L2) (PDCD1 ligand 2) (Programmed death ligand 2) (Butyrophilin B7-DC) (B7-DC) (CD antigen CD273),B7DC,821
ENSG00000197646,Q9BQ51,PD1L2_HUMAN,Programmed cell death 1 ligand 2 (PD-1 ligand 2) (PD-L2) (PDCD1 ligand 2) (Programmed death ligand 2) (Butyrophilin B7-DC) (B7-DC) (CD antigen CD273),CD273,822
ENSG00000197646,Q9BQ51,PD1L2_HUMAN,Programmed cell death 1 ligand 2 (PD-1 ligand 2) (PD-L2) (PDCD1 ligand 2) (Programmed death ligand 2) (Butyrophilin B7-DC) (B7-DC) (CD antigen CD273),PDCD1L2,823
ENSG00000197646,Q9BQ51,PD1L2_HUMAN,Programmed cell death 1 ligand 2 (PD-1 ligand 2) (PD-L2) (PDCD1 ligand 2) (Programmed death ligand 2) (Butyrophilin B7-DC) (B7-DC) (CD antigen CD273),PDL2,824
ENSG00000197859,Q86TH1,ATL2_HUMAN,ADAMTS-like protein 2 (ADAMTSL-2),ADAMTSL2,825
ENSG00000197859,Q86TH1,ATL2_HUMAN,ADAMTS-like protein 2 (ADAMTSL-2),KIAA0605,826
ENSG00000198246,Q9BZD2,S29A3_HUMAN,Equilibrative nucleoside transporter 3 (hENT3) (Solute carrier family 29 member 3),SLC29A3,827
ENSG00000198246,Q9BZD2,S29A3_HUMAN,Equilibrative nucleoside transporter 3 (hENT3) (Solute carrier family 29 member 3),ENT3,828
ENSG00000198246,Q9BZD2,S29A3_HUMAN,Equilibrative nucleoside transporter 3 (hENT3) (Solute carrier family 29 member 3),UNQ717/PRO1380,829
ENSG00000198523,P26678,PPLA_HUMAN,Cardiac phospholamban (PLB),PLN,830
ENSG00000198523,P26678,PPLA_HUMAN,Cardiac phospholamban (PLB),PLB,831
ENSG00000198712,P00403,COX2_HUMAN,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),MT-CO2,832
ENSG00000198712,P00403,COX2_HUMAN,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),COII,833
ENSG00000198712,P00403,COX2_HUMAN,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),COX2,834
ENSG00000198712,P00403,COX2_HUMAN,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),COXII,835
ENSG00000198712,P00403,COX2_HUMAN,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),MTCO2,836
ENSG00000198727,P00156,CYB_HUMAN,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),MT-CYB,837
ENSG00000198727,P00156,CYB_HUMAN,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),COB,838
ENSG00000198727,P00156,CYB_HUMAN,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),CYTB,839
ENSG00000198727,P00156,CYB_HUMAN,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),MTCYB,840
ENSG00000198836,O60313,OPA1_HUMAN,"Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1) [Cleaved into: Dynamin-like 120 kDa protein, form S1]",OPA1,841
ENSG00000198836,O60313,OPA1_HUMAN,"Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1) [Cleaved into: Dynamin-like 120 kDa protein, form S1]",KIAA0567,842
ENSG00000198947,P11532,DMD_HUMAN,Dystrophin,DMD,843
ENSG00000198951,P17050,NAGAB_HUMAN,Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B),NAGA,844
ENSG00000203867,Q5T481,RBM20_HUMAN,RNA-binding protein 20 (RNA-binding motif protein 20),RBM20,845
ENSG00000204264,P28062,PSB8_HUMAN,Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein),PSMB8,846
ENSG00000204264,P28062,PSB8_HUMAN,Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein),LMP7,847
ENSG00000204264,P28062,PSB8_HUMAN,Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein),PSMB5i,848
ENSG00000204264,P28062,PSB8_HUMAN,Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein),RING10,849
ENSG00000204264,P28062,PSB8_HUMAN,Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein),Y2,850
ENSG00000204386,Q99519,NEUR1_HUMAN,Sialidase-1 (EC 3.2.1.18) (Acetylneuraminyl hydrolase) (G9 sialidase) (Lysosomal sialidase) (N-acetyl-alpha-neuraminidase 1),NEU1,851
ENSG00000204386,Q99519,NEUR1_HUMAN,Sialidase-1 (EC 3.2.1.18) (Acetylneuraminyl hydrolase) (G9 sialidase) (Lysosomal sialidase) (N-acetyl-alpha-neuraminidase 1),NANH,852
ENSG00000205981,Q96DA6,TIM14_HUMAN,Mitochondrial import inner membrane translocase subunit TIM14 (DnaJ homolog subfamily C member 19),DNAJC19,853
ENSG00000205981,Q96DA6,TIM14_HUMAN,Mitochondrial import inner membrane translocase subunit TIM14 (DnaJ homolog subfamily C member 19),TIM14,854
ENSG00000205981,Q96DA6,TIM14_HUMAN,Mitochondrial import inner membrane translocase subunit TIM14 (DnaJ homolog subfamily C member 19),TIMM14,855
ENSG00000213281,P01111,RASN_HUMAN,GTPase NRas (Transforming protein N-Ras),NRAS,856
ENSG00000213281,P01111,RASN_HUMAN,GTPase NRas (Transforming protein N-Ras),HRAS1,857
ENSG00000213639,P62140,PP1B_HUMAN,Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (PPP1CD) (EC 3.1.3.16) (EC 3.1.3.53),PPP1CB,858
ENSG00000220201,P0C6A0,ZGLP1_HUMAN,GATA-type zinc finger protein 1 (GATA-like protein 1) (GLP-1),ZGLP1,859
ENSG00000220201,P0C6A0,ZGLP1_HUMAN,GATA-type zinc finger protein 1 (GATA-like protein 1) (GLP-1),GLP1,860
ENSG00000244734,P68871,HBB_HUMAN,Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin],HBB,861
ENSG00000256223,P21506,ZNF10_HUMAN,Zinc finger protein 10 (Zinc finger protein KOX1),ZNF10,862
ENSG00000256223,P21506,ZNF10_HUMAN,Zinc finger protein 10 (Zinc finger protein KOX1),KOX1,863
ENSG00000263761,Q9UK05,GDF2_HUMAN,Growth/differentiation factor 2 (GDF-2) (Bone morphogenetic protein 9) (BMP-9),GDF2,864
ENSG00000263761,Q9UK05,GDF2_HUMAN,Growth/differentiation factor 2 (GDF-2) (Bone morphogenetic protein 9) (BMP-9),BMP9,865
ENSG00000265107,P36382,CXA5_HUMAN,Gap junction alpha-5 protein (Connexin-40) (Cx40),GJA5,866
ENSG00000269335,Q9Y6K9,NEMO_HUMAN,NF-kappa-B essential modulator (NEMO) (FIP-3) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier),IKBKG,867
ENSG00000269335,Q9Y6K9,NEMO_HUMAN,NF-kappa-B essential modulator (NEMO) (FIP-3) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier),FIP3,868
ENSG00000269335,Q9Y6K9,NEMO_HUMAN,NF-kappa-B essential modulator (NEMO) (FIP-3) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier),NEMO,869
ENSG00000111245,P10916,MLRV_HUMAN,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform (MLC-2) (MLC-2v) (Cardiac myosin light chain 2) (Myosin light chain 2, slow skeletal/ventricular muscle isoform) (MLC-2s/v) (Ventricular myosin light chain 2)",MYL2,870
ENSG00000111245,P10916,MLRV_HUMAN,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform (MLC-2) (MLC-2v) (Cardiac myosin light chain 2) (Myosin light chain 2, slow skeletal/ventricular muscle isoform) (MLC-2s/v) (Ventricular myosin light chain 2)",MLC2,871
ENSG00000160808,P08590,MYL3_HUMAN,"Myosin light chain 3 (Cardiac myosin light chain 1) (CMLC1) (Myosin light chain 1, slow-twitch muscle B/ventricular isoform) (MLC1SB) (Ventricular myosin alkali light chain) (Ventricular myosin light chain 1) (VLCl) (Ventricular/slow twitch myosin alkali light chain) (MLC-lV/sb)",MYL3,872
ENSG00000172399,Q9NPC6,MYOZ2_HUMAN,Myozenin-2 (Calsarcin-1) (FATZ-related protein 2),MYOZ2,873
ENSG00000172399,Q9NPC6,MYOZ2_HUMAN,Myozenin-2 (Calsarcin-1) (FATZ-related protein 2),C4orf5,874
ENSG00000148677,Q15327,ANKR1_HUMAN,Ankyrin repeat domain-containing protein 1 (Cardiac ankyrin repeat protein) (Cytokine-inducible gene C-193 protein) (Cytokine-inducible nuclear protein),ANKRD1,875
ENSG00000148677,Q15327,ANKR1_HUMAN,Ankyrin repeat domain-containing protein 1 (Cardiac ankyrin repeat protein) (Cytokine-inducible gene C-193 protein) (Cytokine-inducible nuclear protein),C193,876
ENSG00000148677,Q15327,ANKR1_HUMAN,Ankyrin repeat domain-containing protein 1 (Cardiac ankyrin repeat protein) (Cytokine-inducible gene C-193 protein) (Cytokine-inducible nuclear protein),CARP,877
ENSG00000148677,Q15327,ANKR1_HUMAN,Ankyrin repeat domain-containing protein 1 (Cardiac ankyrin repeat protein) (Cytokine-inducible gene C-193 protein) (Cytokine-inducible nuclear protein),HA1A2,878
ENSG00000150281,Q16619,CTF1_HUMAN,Cardiotrophin-1 (CT-1),CTF1,879
ENSG00000115641,Q14192,FHL2_HUMAN,Four and a half LIM domains protein 2 (FHL-2) (LIM domain protein DRAL) (Skeletal muscle LIM-protein 3) (SLIM-3),FHL2,880
ENSG00000115641,Q14192,FHL2_HUMAN,Four and a half LIM domains protein 2 (FHL-2) (LIM domain protein DRAL) (Skeletal muscle LIM-protein 3) (SLIM-3),DRAL,881
ENSG00000115641,Q14192,FHL2_HUMAN,Four and a half LIM domains protein 2 (FHL-2) (LIM domain protein DRAL) (Skeletal muscle LIM-protein 3) (SLIM-3),SLIM3,882
ENSG00000078114,O76041,NEBL_HUMAN,Nebulette (Actin-binding Z-disk protein),NEBL,883
ENSG00000078114,O76041,NEBL_HUMAN,Nebulette (Actin-binding Z-disk protein),LNEBL,884
ENSG00000198626,Q92736,RYR2_HUMAN,Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor),RYR2,885
ENSG00000134755,Q02487,DSC2_HUMAN,Desmocollin-2 (Cadherin family member 2) (Desmocollin-3) (Desmosomal glycoprotein II) (Desmosomal glycoprotein III),DSC2,886
ENSG00000134755,Q02487,DSC2_HUMAN,Desmocollin-2 (Cadherin family member 2) (Desmocollin-3) (Desmosomal glycoprotein II) (Desmosomal glycoprotein III),CDHF2,887
ENSG00000134755,Q02487,DSC2_HUMAN,Desmocollin-2 (Cadherin family member 2) (Desmocollin-3) (Desmosomal glycoprotein II) (Desmosomal glycoprotein III),DSC3,888
ENSG00000057294,Q99959,PKP2_HUMAN,Plakophilin-2,PKP2,889
